Gene	Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Grad-48-Fraction-01	Grad-48-Fraction-02	Grad-48-Fraction-03	Grad-48-Fraction-04	Grad-48-Fraction-05	Grad-48-Fraction-06	Grad-48-Fraction-07	Grad-48-Fraction-08	Grad-48-Fraction-09	Grad-48-Fraction-10	Grad-48-Fraction-11	Grad-48-Fraction-12	Grad-48-Fraction-13	Grad-48-Fraction-14	Grad-48-Fraction-15	Grad-48-Fraction-16	Grad-48-Fraction-17	Grad-48-Fraction-18	Grad-48-Fraction-19	Grad-48-Fraction-20	Grad-48-Fraction-21P	Cluster_label
secE	sense	NC_000913.3	RefSeq	CDS	4177358	4177741	.	+	0	ID=cds3898;Parent=gene4061;Dbxref=ASAP:ABE-0013023,UniProtKB/Swiss-Prot:P0AG96,Genbank:NP_418408.1,EcoGene:EG10939,GeneID:948486;Name=NP_418408.1;Note=preprotein translocase;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=secE;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=preprotein translocase membrane subunit;protein_id=NP_418408.1;transl_table=11	0.0011526190300854718	0.01967368461419209	0.07907213918555206	0.15267632085466828	0.15689141236238846	0.19961146145798245	0.03966260016521166	0.00711028706110393	0.20032968554655	0.1853744035632226	0.17326966235602834	0.12101346631808545	0.09325804234256764	0.07758606292208639	0.07677730196414763	0.10014850022142527	0.11230281513406333	0.13213946693618184	0.0772233883164093	0.036877242761768174	1.0	3
nusG	sense	NC_000913.3	RefSeq	CDS	4177743	4178288	.	+	0	ID=cds3899;Parent=gene4062;Dbxref=ASAP:ABE-0013026,UniProtKB/Swiss-Prot:P0AFG0,Genbank:NP_418409.1,EcoGene:EG10667,GeneID:948485;Name=NP_418409.1;Note=component in transcription antitermination;Ontology_term=GO:0005737,GO:0006350;gbkey=CDS;gene=nusG;go_component=cytoplasm|0005737||;go_process=transcription|0006350||;product=transcription termination factor;protein_id=NP_418409.1;transl_table=11	0.0008564015482052332	0.008895880128742078	0.03866773959715784	0.07699496561910744	0.08002488040312629	0.11687281618741595	0.027202619933636176	0.0039902548674739646	0.11502231841174496	0.10606261007181064	0.09739281931625747	0.07668345117935535	0.05556066909283772	0.049800629387543	0.05782541828667569	0.09158255139095713	0.09760091516112493	0.12623177179031242	0.07051192815426953	0.03734289652371743	1.0	0
rplK	sense	NC_000913.3	RefSeq	CDS	4178447	4178875	.	+	0	ID=cds3900;Parent=gene4063;Dbxref=ASAP:ABE-0013029,UniProtKB/Swiss-Prot:P0A7J7,Genbank:NP_418410.1,EcoGene:EG10872,GeneID:948484;Name=NP_418410.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;gbkey=CDS;gene=rplK;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L11;protein_id=NP_418410.1;transl_table=11	0.00047475030804527957	0.005158480880317051	0.030384391307505206	0.05646586233601907	0.059051760346652826	0.09237354288051107	0.01886826875456091	0.0036535560606440905	0.08352493171308477	0.1091675517656227	0.09716782093156527	0.08337326219093001	0.06767263685655991	0.0592124322730903	0.06736546672269446	0.07151031344361264	0.0675424293763388	0.07327135596137176	0.039200788237252364	0.022997927986741037	1.0	0
rplA	sense	NC_000913.3	RefSeq	CDS	4178879	4179583	.	+	0	ID=cds3901;Parent=gene4064;Dbxref=ASAP:ABE-0013031,UniProtKB/Swiss-Prot:P0A7L0,Genbank:NP_418411.1,EcoGene:EG10864,GeneID:948483;Name=NP_418411.1;Note=50S ribosomal subunit protein L1%2C regulates synthesis of L1 and L11;Ontology_term=GO:0005737,GO:0006412,GO:0009386,GO:0003735;gbkey=CDS;gene=rplA;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||,translational attenuation|0009386||;product=50S ribosomal subunit protein L1;protein_id=NP_418411.1;transl_table=11	0.0014400425629185491	0.010603463426972612	0.03912298784336032	0.06830631133063039	0.06271483470676184	0.08900156940524381	0.016906915370545818	0.0031930620604920875	0.06401990996209765	0.06321077794383058	0.045396633990327805	0.0423140792714433	0.035396472841279066	0.032462482043674364	0.03978399136129313	0.04954526152763073	0.05157388842429732	0.061333526193410176	0.03081129057937122	0.017932327870843645	1.0	0
rplJ	sense	NC_000913.3	RefSeq	CDS	4179996	4180493	.	+	0	ID=cds3902;Parent=gene4065;Dbxref=ASAP:ABE-0013035,UniProtKB/Swiss-Prot:P0A7J3,Genbank:NP_418412.1,EcoGene:EG10871,GeneID:948490;Name=NP_418412.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;gbkey=CDS;gene=rplJ;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L10;protein_id=NP_418412.1;transl_table=11	0.0011895671915656185	0.011744030796416484	0.054560016549454964	0.10552231727283938	0.09278568811958847	0.14150462194900534	0.031706020757960036	0.006515752099606322	0.13146390822422627	0.14224961885474635	0.1298537103082011	0.1033112030668138	0.08330687396073105	0.08135936304329781	0.10533892264977036	0.11187490566713	0.11331577408806486	0.13572680946518326	0.07355339488607003	0.03781899845392743	1.0	3
rplL	sense	NC_000913.3	RefSeq	CDS	4180560	4180925	.	+	0	ID=cds3903;Parent=gene4066;Dbxref=ASAP:ABE-0013038,UniProtKB/Swiss-Prot:P0A7K2,Genbank:NP_418413.1,EcoGene:EG10873,GeneID:948489;Name=NP_418413.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;gbkey=CDS;gene=rplL;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L7/L12;protein_id=NP_418413.1;transl_table=11	0.000749310827389551	0.009849423128574187	0.06383429936648308	0.10046704304478997	0.08568424714661667	0.1346427157335454	0.030094776085189893	0.004866283160850467	0.11113052226649374	0.1104986888200613	0.10675539308575817	0.07748197766908059	0.06140474790944207	0.06367526031957191	0.07071418092384328	0.07754887795632648	0.08525361149269935	0.11559851703116125	0.06320516398303183	0.03879385671087066	1.0	0
rpoB	sense	NC_000913.3	RefSeq	CDS	4181245	4185273	.	+	0	ID=cds3904;Parent=gene4067;Dbxref=ASAP:ABE-0013041,UniProtKB/Swiss-Prot:P0A8V2,Genbank:NP_418414.1,EcoGene:EG10894,GeneID:948488;Name=NP_418414.1;Ontology_term=GO:0005737,GO:0006350;experiment=N-terminus verified by Edman degradation: PMID 1095419%2C6266829;gbkey=CDS;gene=rpoB;go_component=cytoplasm|0005737||;go_process=transcription|0006350||;product=RNA polymerase%2C beta subunit;protein_id=NP_418414.1;transl_table=11	0.0007417535393686785	0.007411026777338982	0.034214890437940806	0.056815659570060975	0.04564977504233052	0.06917190910729552	0.013598567801354914	0.0024293103111313746	0.05866630843140536	0.06083566853945116	0.05172002067971532	0.039533156525842994	0.026487717101299282	0.024034530383104057	0.02715891967546203	0.02818437546913348	0.027598009851694583	0.03545497953297388	0.018719148166023408	0.010851643356725041	1.0	0
rpoC	sense	NC_000913.3	RefSeq	CDS	4185350	4189573	.	+	0	ID=cds3905;Parent=gene4068;Dbxref=ASAP:ABE-0013043,UniProtKB/Swiss-Prot:P0A8T7,Genbank:NP_418415.1,EcoGene:EG10895,GeneID:948487;Name=NP_418415.1;Ontology_term=GO:0005737,GO:0006350;experiment=N-terminus verified by Edman degradation: PMID 1095419%2C6266829%2C6287430;gbkey=CDS;gene=rpoC;go_component=cytoplasm|0005737||;go_process=transcription|0006350||;product=RNA polymerase%2C beta prime subunit;protein_id=NP_418415.1;transl_table=11	0.0006931545956646003	0.008491676345862259	0.03716671587401417	0.058144237908712974	0.05094531650297617	0.07222938957195159	0.01412510597169251	0.0027178814529683704	0.05850306280465185	0.057300761376849786	0.05096936767699768	0.038732680118709915	0.0292024245001664	0.025440920028195358	0.029141550111939907	0.03217976711510221	0.029293134518747762	0.037060030146897065	0.01955399241255535	0.011330250054288105	1.0	0
yjaZ	sense	NC_000913.3	RefSeq	CDS	4189786	4190325	.	+	0	ID=cds3906;Parent=gene4069;Dbxref=ASAP:ABE-0013046,UniProtKB/Swiss-Prot:P27375,Genbank:NP_418416.1,EcoGene:EG11429,GeneID:948495;Name=NP_418416.1;Note=heat shock protein htrC;Ontology_term=GO:0009266;gbkey=CDS;gene=yjaZ;go_process=response to temperature stimulus|0009266||;product=stationary phase growth adaptation protein;protein_id=NP_418416.1;transl_table=11	0.020113202074991482	0.0686611593035304	0.3203127638257587	0.265214658715417	0.1982085173374608	0.5618096778131925	0.09228164971772576	0.019655367796635813	0.7245083964326006	0.4843525859946019	0.2203400848017348	0.35898644783260025	0.041996202293620784	0.08528357782616737	0.06990072622301091	0.14936678024477526	0.1299238093318942	0.2096212452760339	0.1380019165304989	0.04991196901218817	1.0	4
sroH	sense	NC_000913.3	RefSeq	ncRNA	4190327	4190487	.	-	.	ID=rna162;Parent=gene4070;Dbxref=EcoGene:EG31182,GeneID:7751646;gbkey=ncRNA;gene=sroH;product=novel sRNA%2C function unknown	0.011122825256417864	0.18818124049509416	0.9925096248385944	1.0	0.4537917033328376	0.4647877862595421	0.1158836719581368	0.01222834251377066	0.07692695623372063	0.04821342957509079	0.04711553687095068	0.04484295817508666	0.012541159066263258	0.02122324672320177	0.03247094075563759	0.003964871843873281	0.002873972672195557	0.010700574321795692	0.0010774108271394787	0.0023658750852431887	0.16590334868033554	2
thiH	sense	NC_000913.3	RefSeq	CDS	4190735	4191868	.	-	0	ID=cds3907;Parent=gene4071;Dbxref=ASAP:ABE-0013048,UniProtKB/Swiss-Prot:P30140,Genbank:NP_418417.1,EcoGene:EG11590,GeneID:948494;Name=NP_418417.1;Ontology_term=GO:0009228;gbkey=CDS;gene=thiH;go_process=thiamin biosynthetic process|0009228||;product=tyrosine lyase%2C involved in thiamine-thiazole moiety synthesis;protein_id=NP_418417.1;transl_table=11	0.0007449334101848697	0.006866115930353041	0.04927888674242442	0.06429446271888897	0.0330347528895768	0.16854290334395775	0.015380274952954291	0.0040948682909657955	0.07245083964326006	0.09802373764176467	0.13465227404550462	0.07038949957501968	0.04899556934255758	0.03908830650366005	0.02718361575339313	0.044810034073432585	0.02887195762930983	0.05106158538775185	0.024353279387735103	0.01426056257491091	1.0	0
thiG	sense	NC_000913.3	RefSeq	CDS	4191865	4192635	.	-	0	ID=cds3908;Parent=gene4072;Dbxref=ASAP:ABE-0013050,UniProtKB/Swiss-Prot:P30139,Genbank:NP_418418.2,EcoGene:EG11589,GeneID:948493;Name=NP_418418.2;Note=thiamin (thiazole moiety) biosynthesis protein;Ontology_term=GO:0009228;gbkey=CDS;gene=thiG;go_process=thiamin biosynthetic process|0009228||;product=thiamine biosynthesis ThiGH complex subunit;protein_id=NP_418418.2;transl_table=11	0.0	0.01271502950065378	0.054754318602693794	0.14287658381975327	0.08258688222394203	0.13871843896622038	0.0210328546365187	0.007279765850605856	0.1341682215615927	0.14094916523652434	0.1632148776309147	0.1720632211833814	0.10110196848464263	0.07106964818847282	0.07766747358112322	0.055321029720287136	0.04811992938218305	0.08958172875044186	0.02405262161751616	0.019806336909598484	1.0	3
thiF	sense	NC_000913.3	RefSeq	CDS	4192821	4193576	.	-	0	ID=cds3910;Parent=gene4074;Dbxref=ASAP:ABE-0013053,UniProtKB/Swiss-Prot:P30138,Genbank:NP_418420.4,EcoGene:EG11587,GeneID:948500;Name=NP_418420.4;Note=adenylyltransferase;Ontology_term=GO:0009228;gbkey=CDS;gene=thiF;go_process=thiamin biosynthetic process|0009228||;product=adenylyltransferase%2C modifies ThiS C-terminus;protein_id=NP_418420.4;transl_table=11	0.00212838117195677	0.026156632115630626	0.10559761444805227	0.20666077302500013	0.11798126031991715	0.2140227344050257	0.04056336251328605	0.007019774213084217	0.1207513994054334	0.18122035530410271	0.12824026099571864	0.211168498725059	0.07999276627356337	0.13198648949287808	0.08876282694985511	0.07112703821179774	0.12373696126847067	0.08446277282184513	0.05025279873659624	0.02037223224987272	1.0	3
thiE	sense	NC_000913.3	RefSeq	CDS	4193569	4194204	.	-	0	ID=cds3911;Parent=gene4075;Dbxref=ASAP:ABE-0013055,UniProtKB/Swiss-Prot:P30137,Genbank:NP_418421.1,EcoGene:EG11586,GeneID:948491;Name=NP_418421.1;Note=thiamin-phosphate synthase (thiamine-phosphate pyrophosphorylase);Ontology_term=GO:0009228;gbkey=CDS;gene=thiE;go_process=thiamin biosynthetic process|0009228||;product=thiamine phosphate synthase (thiamine phosphate pyrophosphorylase);protein_id=NP_418421.1;transl_table=11	0.004966222734565797	0.0114435265505884	0.17795153545875486	0.200920195996528	0.082586882223942	0.1456543609145314	0.019718301221736283	0.010919648775908784	0.16100186587391122	0.2883051107110725	0.16321487763091466	0.15251058241254262	0.06999367048936797	0.09475953091796377	0.051778315720748834	0.08298154458043071	0.07217989407327456	0.13437259312566274	0.040588798979558506	0.013864435836718937	1.0	3
thiC	sense	NC_000913.3	RefSeq	CDS	4194204	4196099	.	-	0	ID=cds3912;Parent=gene4076;Dbxref=ASAP:ABE-0013057,UniProtKB/Swiss-Prot:P30136,Genbank:NP_418422.1,EcoGene:EG11585,GeneID:948492;Name=NP_418422.1;Ontology_term=GO:0009228;gbkey=CDS;gene=thiC;go_process=thiamin biosynthetic process|0009228||;product=phosphomethylpyrimidine synthase;protein_id=NP_418422.1;transl_table=11	0.0009932445469131596	0.016783838940862987	0.08760690976431007	0.1500204130107409	0.0880926743722048	0.1831083394354109	0.03785913834573365	0.004913841949158954	0.20125233234238896	0.2767729062826297	0.1523338857888537	0.14547163245504066	0.09799113868511518	0.08054560128026918	0.06731181043697347	0.0929393299300824	0.0962398587643661	0.07166538300035348	0.048706558775470206	0.02139084386236636	1.0	3
rsd	sense	NC_000913.3	RefSeq	CDS	4196332	4196808	.	-	0	ID=cds3913;Parent=gene4077;Dbxref=ASAP:ABE-0013059,UniProtKB/Swiss-Prot:P0AFX4,Genbank:NP_418423.1,EcoGene:EG11738,GeneID:948496;Name=NP_418423.1;Ontology_term=GO:0005737,GO:0006350;experiment=N-terminus verified by Edman degradation: PMID 9560209;gbkey=CDS;gene=rsd;go_component=cytoplasm|0005737||;go_process=transcription|0006350||;product=stationary phase protein%2C binds sigma 70 RNA polymerase subunit;protein_id=NP_418423.1;transl_table=11	0.0021675319961900886	0.02525995827220182	0.11289644621592212	0.19675395781867355	0.1897564818991577	0.28873384779473993	0.06410096584457411	0.012120262332791731	0.2610895642662632	0.29158349658537897	0.24154710151063455	0.1564341888548514	0.1225474464922546	0.13263165113434053	0.15078919201953855	0.1708476215508801	0.16982794475099885	0.1957615436974538	0.09000124991119493	0.043699800867097384	1.0	3
nudC	sense	NC_000913.3	RefSeq	CDS	4196903	4197676	.	+	0	ID=cds3914;Parent=gene4078;Dbxref=ASAP:ABE-0013063,UniProtKB/Swiss-Prot:P32664,Genbank:YP_026280.1,EcoGene:EG11702,GeneID:948498;Name=YP_026280.1;gbkey=CDS;gene=nudC;product=NADH pyrophosphatase;protein_id=YP_026280.1;transl_table=11	0.0015306850894209652	0.01881127652151518	0.08775692159609827	0.16513988712043398	0.18666898036918406	0.2514034174689172	0.05348251564251759	0.009423806477839088	0.2530817001237166	0.2653986772573161	0.32531184514106964	0.1938121837613556	0.12368744511134885	0.099302796098962	0.1180971173630778	0.08593705164767894	0.06525853436761811	0.08393685269219482	0.03558470047522938	0.022953645240438792	1.0	3
hemE	sense	NC_000913.3	RefSeq	CDS	4197716	4198780	.	+	0	ID=cds3915;Parent=gene4079;Dbxref=ASAP:ABE-0013066,UniProtKB/Swiss-Prot:P29680,Genbank:NP_418425.1,EcoGene:EG11543,GeneID:948497;Name=NP_418425.1;gbkey=CDS;gene=hemE;product=uroporphyrinogen decarboxylase;protein_id=NP_418425.1;transl_table=11	0.0009938755790268273	0.00872441668405723	0.036317349822879486	0.061578082940740235	0.04218542141553328	0.07804895142851634	0.01695723795028095	0.002716037163766385	0.07825058919538885	0.10286667736679693	0.08648107239147575	0.0703000592960171	0.049360212352730914	0.039011547671436164	0.04204109751659275	0.0504848329671032	0.04622448108377431	0.04814875636777242	0.02785000184112019	0.01494912849339453	1.0	0
nfi	sense	NC_000913.3	RefSeq	CDS	4198790	4199461	.	+	0	ID=cds3916;Parent=gene4080;Dbxref=ASAP:ABE-0013068,UniProtKB/Swiss-Prot:P68739,Genbank:NP_418426.2,EcoGene:EG11915,GeneID:948502;Name=NP_418426.2;Note=endonuclease V (deoxyinosine 3'endoduclease);Ontology_term=GO:0006308;experiment=N-terminus verified by Edman degradation: PMID 8990280;gbkey=CDS;gene=nfi;go_process=DNA catabolic process|0006308||;product=endonuclease V%3B deoxyinosine 3' endonuclease;protein_id=NP_418426.2;transl_table=11	0.000400861027902172	0.008005336959156013	0.03922422599453063	0.05514043047079602	0.0477744744703521	0.07054112546533359	0.014642828171836446	0.003305274853694364	0.09421858070199736	0.11480490507239124	0.09496471019108152	0.062498300071093686	0.04331446873333085	0.04541446128635595	0.03970444837779394	0.044877014692376434	0.03350053379634045	0.04663873860056636	0.024207669346552836	0.012709806330778218	1.0	0
yjaG	sense	NC_000913.3	RefSeq	CDS	4199504	4200094	.	+	0	ID=cds3917;Parent=gene4081;Dbxref=ASAP:ABE-0013070,UniProtKB/Swiss-Prot:P32680,Genbank:NP_418427.1,EcoGene:EG11916,GeneID:948501;Name=NP_418427.1;gbkey=CDS;gene=yjaG;product=DUF416 domain protein;protein_id=NP_418427.1;transl_table=11	0.0005518025260628663	0.005086011800261511	0.029405097027372595	0.04167233694742803	0.05199914806692645	0.0909376433223	0.017819501844828337	0.00374099078433912	0.10882533526662516	0.1480678099454397	0.1188849108669625	0.06604446873705548	0.05443952149173064	0.042992750138705765	0.057531461911943124	0.07376137296038285	0.08109099210701216	0.10550736941718704	0.05311620607201483	0.025088026752158068	1.0	0
hupA	sense	NC_000913.3	RefSeq	CDS	4200281	4200553	.	+	0	ID=cds3918;Parent=gene4082;Dbxref=ASAP:ABE-0013077,UniProtKB/Swiss-Prot:P0ACF0,Genbank:NP_418428.1,EcoGene:EG10466,GeneID:948499;Name=NP_418428.1;Note=DNA-binding protein HU-alpha (HU-2);Ontology_term=GO:0005737;experiment=N-terminus verified by Edman degradation: PMID 350619%2C6987059%2C9298646;gbkey=CDS;gene=hupA;go_component=cytoplasm|0005737||;product=HU%2C DNA-binding transcriptional regulator%2C alpha subunit;protein_id=NP_418428.1;transl_table=11	0.0006875023750740919	0.00655056022250645	0.04152094517530217	0.08007279152443522	0.0706036068732268	0.10516875647692467	0.023959614736487618	0.004134139041794585	0.09271794461757342	0.0919962253881888	0.0836555019517526	0.064936483167539	0.052567173128769316	0.05129070574518692	0.06422149173061116	0.07404157247156629	0.08019438847685212	0.11669278152048773	0.07283133975569803	0.04040033895498408	1.0	0
yjaH	sense	NC_000913.3	RefSeq	CDS	4200566	4201261	.	+	0	ID=cds3919;Parent=gene4083;Dbxref=ASAP:ABE-0013079,UniProtKB/Swiss-Prot:P32681,Genbank:NP_418429.1,EcoGene:EG11917,GeneID:948508;Name=NP_418429.1;gbkey=CDS;gene=yjaH;product=DUF1481 family putative lipoprotein;protein_id=NP_418429.1;transl_table=11	0.0005530526886349851	0.004738553343359714	0.025249203036376396	0.05395221993577037	0.04732409702898595	0.07062601038618267	0.01628048516348863	0.002560541552454735	0.049622133112236316	0.047149793637377216	0.04352017476042165	0.03834743389186328	0.0327157588449782	0.03767756531706768	0.056281170294581816	0.06403664681110967	0.07192830852404741	0.10481905312486346	0.06980311403455618	0.03681949016160772	1.0	0
zraS	sense	NC_000913.3	RefSeq	CDS	4201926	4203323	.	+	0	ID=cds3921;Parent=gene4085;Dbxref=ASAP:ABE-0013088,UniProtKB/Swiss-Prot:P14377,Genbank:NP_418431.1,EcoGene:EG10008,GeneID:948506;Name=NP_418431.1;Ontology_term=GO:0009274,GO:0019866,GO:0006113,GO:0006464;gbkey=CDS;gene=zraS;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=fermentation|0006113||,protein modification process|0006464||;product=sensory histidine kinase in two-component regulatory system with ZraR;protein_id=NP_418431.1;transl_table=11	0.0014065176276217815	0.015364734949041768	0.056860253933566626	0.09357541995362774	0.10915329189038488	0.1440537635418442	0.030528894339107767	0.006958412550382432	0.2203924142994274	0.2528214047774021	0.2345500514206501	0.18089609156517286	0.11453509716442027	0.10958641556334443	0.11324243525639298	0.1075858626937892	0.11508402691403218	0.13531226160905901	0.07067560102035013	0.035277440635487635	1.0	3
zraR	sense	NC_000913.3	RefSeq	CDS	4203320	4204645	.	+	0	ID=cds3922;Parent=gene4086;Dbxref=ASAP:ABE-0013093,UniProtKB/Swiss-Prot:P14375,Genbank:NP_418432.1,EcoGene:EG10482,GeneID:948505;Name=NP_418432.1;Ontology_term=GO:0005737,GO:0006113,GO:0006350,GO:0016563;gbkey=CDS;gene=zraR;go_component=cytoplasm|0005737||;go_function=transcription activator activity|0016563||;go_process=fermentation|0006113||,transcription|0006350||;product=fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator/sigma54 interaction protein;protein_id=NP_418432.1;transl_table=11	0.0012555057475025892	0.020829789901071018	0.08236218430264754	0.16389669920615654	0.1510226413701861	0.2219884681995948	0.04645986254155165	0.008488799996440323	0.25439199312942434	0.34888157779306206	0.2792074732506377	0.2123548386055368	0.1415602324504071	0.10121435851560596	0.14006325291876714	0.13929710966647585	0.0985377205607063	0.14630004802108673	0.07570495090569337	0.03545111763706784	1.0	3
