Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Grad-00L.fastq	Grad-01.fastq	Grad-02.fastq	Grad-03.fastq	Grad-04.fastq	Grad-05.fastq	Grad-06.fastq	Grad-07.fastq	Grad-08.fastq	Grad-09.fastq	Grad-10.fastq	Grad-11.fastq	Grad-12.fastq	Grad-13.fastq	Grad-14.fastq	Grad-15.fastq	Grad-16.fastq	Grad-17.fastq	Grad-18.fastq	Grad-19.fastq	Grad-20.fastq	Grad-21P.fastq	gene	Name
sense	NC_000913.3	RefSeq	CDS	4419980	4421377	.	+	0	ID=cds4111;Parent=gene4284;Dbxref=ASAP:ABE-0013723,UniProtKB/Swiss-Prot:P39301,Genbank:NP_418614.4,EcoGene:EG12493,GeneID:948717;Name=NP_418614.4;Ontology_term=GO:0009401;gbkey=CDS;gene=ulaA;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||;product=L-ascorbate-specific enzyme IIC permease component of PTS;protein_id=NP_418614.4;transl_table=11	61.0	3.0	12.0	10.0	19.0	16.0	12.0	14.0	3.0	16.0	8.0	31.0	20.0	14.0	12.0	16.0	6.0	12.0	11.0	20.0	22.0	49.0	ulaA	NP_418614.4
sense	NC_000913.3	RefSeq	CDS	4421393	4421698	.	+	0	ID=cds4112;Parent=gene4285;Dbxref=ASAP:ABE-0013725,UniProtKB/Swiss-Prot:P69822,Genbank:NP_418615.1,EcoGene:EG12494,GeneID:948716;Name=NP_418615.1;Ontology_term=GO:0009401;gbkey=CDS;gene=ulaB;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||;product=L-ascorbate-specific enzyme IIB component of PTS;protein_id=NP_418615.1;transl_table=11	30.0	0.0	5.0	4.0	16.0	9.0	6.0	6.0	3.0	5.0	11.0	17.0	14.0	14.0	9.0	15.0	9.0	13.0	20.0	22.0	23.0	43.0	ulaB	NP_418615.1
sense	NC_000913.3	RefSeq	CDS	4421708	4422172	.	+	0	ID=cds4113;Parent=gene4286;Dbxref=ASAP:ABE-0013727,UniProtKB/Swiss-Prot:P69820,Genbank:NP_418616.1,EcoGene:EG12495,GeneID:948715;Name=NP_418616.1;Note=putative PTS system enzyme II A component;gbkey=CDS;gene=ulaC;product=L-ascorbate-specific enzyme IIA component of PTS;protein_id=NP_418616.1;transl_table=11	51.0	1.0	2.0	4.0	14.0	13.0	15.0	19.0	8.0	12.0	19.0	21.0	29.0	18.0	15.0	17.0	13.0	21.0	26.0	33.0	36.0	88.0	ulaC	NP_418616.1
sense	NC_000913.3	RefSeq	CDS	4422186	4422836	.	+	0	ID=cds4114;Parent=gene4287;Dbxref=ASAP:ABE-0013729,UniProtKB/Swiss-Prot:P39304,Genbank:NP_418617.1,EcoGene:EG12496,GeneID:948714;Name=NP_418617.1;Note=probable hexulose-6-phosphate synthase;experiment=N-terminus verified by Edman degradation: PMID 9740056;gbkey=CDS;gene=ulaD;product=3-keto-L-gulonate 6-phosphate decarboxylase;protein_id=NP_418617.1;transl_table=11	36.0	5.0	17.0	16.0	28.0	21.0	31.0	42.0	14.0	28.0	26.0	39.0	44.0	31.0	33.0	32.0	21.0	29.0	27.0	27.0	40.0	141.0	ulaD	NP_418617.1
sense	NC_000913.3	RefSeq	CDS	4422846	4423700	.	+	0	ID=cds4115;Parent=gene4288;Dbxref=ASAP:ABE-0013732,UniProtKB/Swiss-Prot:P39305,Genbank:NP_418618.1,EcoGene:EG12497,GeneID:948712;Name=NP_418618.1;Note=putative hexulose-6-phosphate isomerase;gbkey=CDS;gene=ulaE;product=L-xylulose 5-phosphate 3-epimerase;protein_id=NP_418618.1;transl_table=11	43.0	10.0	29.0	29.0	34.0	25.0	25.0	31.0	23.0	33.0	45.0	57.0	51.0	41.0	25.0	24.0	20.0	27.0	29.0	29.0	50.0	118.0	ulaE	NP_418618.1
sense	NC_000913.3	RefSeq	CDS	4423700	4424386	.	+	0	ID=cds4116;Parent=gene4289;Dbxref=ASAP:ABE-0013734,UniProtKB/Swiss-Prot:P39306,Genbank:NP_418619.1,EcoGene:EG12498,GeneID:948711;Name=NP_418619.1;Note=putative epimerase/aldolase;gbkey=CDS;gene=ulaF;product=L-ribulose 5-phosphate 4-epimerase;protein_id=NP_418619.1;transl_table=11	34.0	10.0	11.0	20.0	41.0	31.0	34.0	23.0	28.0	32.0	40.0	30.0	33.0	35.0	27.0	31.0	20.0	23.0	34.0	38.0	50.0	101.0	ulaF	NP_418619.1
sense	NC_000913.3	RefSeq	CDS	4424516	4424791	.	-	0	ID=cds4117;Parent=gene4290;Dbxref=ASAP:ABE-0013736,UniProtKB/Swiss-Prot:P0AF86,Genbank:NP_418620.1,EcoGene:EG12499,GeneID:948713;Name=NP_418620.1;gbkey=CDS;gene=yjfY;product=YhcN family protein%2C periplasmic;protein_id=NP_418620.1;transl_table=11	11.0	0.0	1.0	0.0	4.0	4.0	2.0	6.0	3.0	5.0	13.0	12.0	22.0	2.0	8.0	6.0	5.0	0.0	3.0	3.0	5.0	4.0	yjfY	NP_418620.1
sense	NC_000913.3	RefSeq	CDS	4425118	4425513	.	+	0	ID=cds4118;Parent=gene4291;Dbxref=ASAP:ABE-0013740,UniProtKB/Swiss-Prot:P02358,Genbank:NP_418621.5,EcoGene:EG10905,GeneID:948723;Name=NP_418621.5;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 328274%2C8740179%2C9298646%2C9600841%2C9740056%2C9868784;gbkey=CDS;gene=rpsF;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=30S ribosomal subunit protein S6;protein_id=NP_418621.5;transl_table=11	146.0	43.0	213.0	216.0	327.0	327.0	289.0	331.0	190.0	258.0	370.0	418.0	413.0	305.0	277.0	321.0	270.0	383.0	590.0	606.0	813.0	963.0	rpsF	NP_418621.5
sense	NC_000913.3	RefSeq	CDS	4425520	4425834	.	+	0	ID=cds4119;Parent=gene4292;Dbxref=ASAP:ABE-0013742,UniProtKB/Swiss-Prot:P07013,Genbank:NP_418622.1,EcoGene:EG10764,GeneID:948722;Name=NP_418622.1;Note=primosomal replication protein N;Ontology_term=GO:0005737,GO:0006261;gbkey=CDS;gene=priB;go_component=cytoplasm|0005737||;go_process=DNA-dependent DNA replication|0006261||;product=primosomal protein N;protein_id=NP_418622.1;transl_table=11	229.0	50.0	225.0	188.0	324.0	336.0	398.0	494.0	292.0	401.0	429.0	539.0	566.0	472.0	449.0	504.0	428.0	590.0	867.0	906.0	1129.0	1701.0	priB	NP_418622.1
sense	NC_000913.3	RefSeq	CDS	4425839	4426066	.	+	0	ID=cds4120;Parent=gene4293;Dbxref=ASAP:ABE-0013744,UniProtKB/Swiss-Prot:P0A7T7,Genbank:NP_418623.1,EcoGene:EG10917,GeneID:948721;Name=NP_418623.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;gbkey=CDS;gene=rpsR;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=30S ribosomal subunit protein S18;protein_id=NP_418623.1;transl_table=11	110.0	8.0	46.0	49.0	127.0	153.0	196.0	257.0	143.0	247.0	304.0	370.0	397.0	299.0	281.0	314.0	304.0	335.0	519.0	509.0	622.0	976.0	rpsR	NP_418623.1
sense	NC_000913.3	RefSeq	CDS	4426108	4426557	.	+	0	ID=cds4121;Parent=gene4294;Dbxref=ASAP:ABE-0013746,UniProtKB/Swiss-Prot:P0A7R1,Genbank:NP_418624.1,EcoGene:EG10870,GeneID:948720;Name=NP_418624.1;Ontology_term=GO:0005737,GO:0006412,GO:0003735;experiment=N-terminus verified by Edman degradation: PMID 8740179%2C9298646%2C9600841%2C9740056;gbkey=CDS;gene=rplI;go_component=cytoplasm|0005737||;go_function=structural constituent of ribosome|0003735||;go_process=translation|0006412||;product=50S ribosomal subunit protein L9;protein_id=NP_418624.1;transl_table=11	215.0	22.0	133.0	236.0	348.0	294.0	279.0	331.0	179.0	266.0	306.0	360.0	376.0	323.0	309.0	382.0	322.0	472.0	771.0	895.0	1037.0	1791.0	rplI	NP_418624.1
sense	NC_000913.3	RefSeq	CDS	4426628	4427422	.	-	0	ID=cds4122;Parent=gene4295;Dbxref=ASAP:ABE-0013748,UniProtKB/Swiss-Prot:P39308,Genbank:NP_418625.1,EcoGene:EG12500,GeneID:948719;Name=NP_418625.1;gbkey=CDS;gene=yjfZ;product=uncharacterized protein;protein_id=NP_418625.1;transl_table=11	29.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	4.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	yjfZ	NP_418625.1
sense	NC_000913.3	RefSeq	CDS	4427694	4428095	.	+	0	ID=cds4123;Parent=gene4296;Dbxref=ASAP:ABE-0013754,UniProtKB/Swiss-Prot:P39309,EcoGene:EG12501,GeneID:948718;Note=pseudogene%2C related to transcriptional regulators;gbkey=CDS;gene=ytfA;pseudo=true;transl_table=11	14.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	ytfA	
sense	NC_000913.3	RefSeq	CDS	4428079	4428717	.	-	0	ID=cds4124;Parent=gene4297;Dbxref=ASAP:ABE-0013756,UniProtKB/Swiss-Prot:P39310,Genbank:NP_418627.4,EcoGene:EG12502,GeneID:948727;Name=NP_418627.4;gbkey=CDS;gene=ytfB;product=OapA family protein;protein_id=NP_418627.4;transl_table=11	116.0	45.0	126.0	208.0	303.0	243.0	297.0	257.0	149.0	252.0	345.0	446.0	344.0	255.0	207.0	210.0	186.0	243.0	465.0	507.0	571.0	537.0	ytfB	NP_418627.4
sense	NC_000913.3	RefSeq	CDS	4428935	4429555	.	+	0	ID=cds4125;Parent=gene4298;Dbxref=ASAP:ABE-0013759,UniProtKB/Swiss-Prot:P0A9L3,Genbank:NP_418628.4,EcoGene:EG12503,GeneID:948726;Name=NP_418628.4;Note=FKBP-type 22KD peptidyl-prolyl cis-trans isomerase (rotamase);Ontology_term=GO:0006457;gbkey=CDS;gene=fklB;go_process=protein folding|0006457||;product=FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase);protein_id=NP_418628.4;transl_table=11	103.0	6.0	55.0	82.0	127.0	125.0	113.0	121.0	59.0	127.0	159.0	167.0	204.0	137.0	117.0	143.0	105.0	159.0	300.0	292.0	352.0	629.0	fklB	NP_418628.4
sense	NC_000913.3	RefSeq	CDS	4429864	4431276	.	+	0	ID=cds4126;Parent=gene4299;Dbxref=ASAP:ABE-0013764,UniProtKB/Swiss-Prot:P0AAE0,Genbank:NP_418629.1,EcoGene:EG12504,GeneID:948725;Name=NP_418629.1;Note=transport of D-alanine%2C D-serine%2C and glycine;Ontology_term=GO:0009274,GO:0019866,GO:0009063,GO:0009252,GO:0006545,GO:0006523,GO:0006164,GO:0006750;gbkey=CDS;gene=cycA;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=cellular amino acid catabolic process|0009063||,peptidoglycan biosynthetic process|0009252||,glycine biosynthetic process|0006545||,alanine biosynthetic process|0006523||,purine nucleotide biosynthetic process|0006164||,glutathione biosynthetic process|0006750||;product=D-alanine/D-serine/glycine transporter;protein_id=NP_418629.1;transl_table=11	258.0	71.0	287.0	346.0	553.0	468.0	503.0	540.0	295.0	476.0	466.0	559.0	460.0	276.0	200.0	212.0	181.0	323.0	598.0	587.0	683.0	1071.0	cycA	NP_418629.1
sense	NC_000913.3	RefSeq	CDS	4431321	4431983	.	-	0	ID=cds4127;Parent=gene4300;Dbxref=ASAP:ABE-0013766,UniProtKB/Swiss-Prot:P69506,Genbank:NP_418630.1,EcoGene:EG12505,GeneID:948724;Name=NP_418630.1;gbkey=CDS;gene=ytfE;product=iron-sulfur cluster repair protein RIC;protein_id=NP_418630.1;transl_table=11	27.0	2.0	11.0	9.0	21.0	16.0	11.0	15.0	5.0	12.0	11.0	12.0	10.0	12.0	5.0	7.0	9.0	19.0	18.0	33.0	28.0	109.0	ytfE	NP_418630.1
sense	NC_000913.3	RefSeq	CDS	4432091	4433056	.	-	0	ID=cds4128;Parent=gene4301;Dbxref=ASAP:ABE-0013769,UniProtKB/Swiss-Prot:P39314,Genbank:NP_418631.2,EcoGene:EG12506,GeneID:948732;Name=NP_418631.2;Note=putative transmembrane subunit;gbkey=CDS;gene=ytfF;product=DMT transporter family inner membrane protein;protein_id=NP_418631.2;transl_table=11	44.0	15.0	44.0	43.0	72.0	55.0	50.0	38.0	19.0	47.0	35.0	48.0	42.0	22.0	14.0	12.0	23.0	23.0	62.0	52.0	48.0	66.0	ytfF	NP_418631.2
sense	NC_000913.3	RefSeq	CDS	4433164	4434024	.	-	0	ID=cds4129;Parent=gene4302;Dbxref=ASAP:ABE-0013773,UniProtKB/Swiss-Prot:P39315,Genbank:NP_418632.1,EcoGene:EG12507,GeneID:948731;Name=NP_418632.1;Note=putative oxidoreductase;gbkey=CDS;gene=qorB;product=NAD(P)H:quinone oxidoreductase;protein_id=NP_418632.1;transl_table=11	27.0	3.0	5.0	14.0	12.0	6.0	21.0	17.0	11.0	11.0	20.0	20.0	18.0	9.0	11.0	15.0	11.0	13.0	19.0	20.0	24.0	133.0	qorB	NP_418632.1
sense	NC_000913.3	RefSeq	CDS	4434113	4434493	.	+	0	ID=cds4130;Parent=gene4303;Dbxref=ASAP:ABE-0013777,UniProtKB/Swiss-Prot:P0ACN2,Genbank:NP_418633.4,EcoGene:EG12508,GeneID:948730;Name=NP_418633.4;Ontology_term=GO:0006355;gbkey=CDS;gene=ytfH;go_process=regulation of transcription%2C DNA-dependent|0006355||;product=DUF24 family HxlR-type putative transcriptional regulator;protein_id=NP_418633.4;transl_table=11	52.0	2.0	17.0	16.0	30.0	37.0	42.0	33.0	22.0	55.0	57.0	100.0	79.0	51.0	51.0	30.0	25.0	37.0	51.0	52.0	48.0	39.0	ytfH	NP_418633.4
sense	NC_000913.3	RefSeq	CDS	4434622	4436565	.	-	0	ID=cds4131;Parent=gene4304;Dbxref=ASAP:ABE-0013782,UniProtKB/Swiss-Prot:P08331,Genbank:NP_418634.1,EcoGene:EG10160,GeneID:948729;Name=NP_418634.1;Ontology_term=GO:0005737,GO:0015949;gbkey=CDS;gene=cpdB;go_component=cytoplasm|0005737||;go_process=nucleobase%2C nucleoside and nucleotide interconversion|0015949||;product=2':3'-cyclic-nucleotide 2'-phosphodiesterase;protein_id=NP_418634.1;transl_table=11	276.0	50.0	160.0	194.0	304.0	260.0	282.0	325.0	175.0	314.0	411.0	480.0	409.0	287.0	206.0	223.0	209.0	251.0	447.0	491.0	661.0	2599.0	cpdB	NP_418634.1
sense	NC_000913.3	RefSeq	CDS	4436755	4437495	.	+	0	ID=cds4132;Parent=gene4305;Dbxref=ASAP:ABE-0013786,UniProtKB/Swiss-Prot:P22255,Genbank:NP_418635.1,EcoGene:EG10043,GeneID:948728;Name=NP_418635.1;Note=affects pool of 3'-phosphoadenosine-5'-phosphosulfate in pathway of sulfite synthesis;Ontology_term=GO:0006790;gbkey=CDS;gene=cysQ;go_process=sulfur metabolic process|0006790||;product=3'(2')%2C5'-bisphosphate nucleotidase;protein_id=NP_418635.1;transl_table=11	170.0	76.0	185.0	169.0	257.0	186.0	204.0	194.0	117.0	225.0	237.0	318.0	254.0	186.0	169.0	180.0	185.0	300.0	636.0	642.0	740.0	1516.0	cysQ	NP_418635.1
sense	NC_000913.3	RefSeq	CDS	4437707	4438645	.	+	0	ID=cds4133;Parent=gene4306;Dbxref=ASAP:ABE-0013790,UniProtKB/Swiss-Prot:P39317,Genbank:YP_026285.1,EcoGene:EG12509,GeneID:948738;Name=YP_026285.1;gbkey=CDS;gene=ytfI;product=uncharacterized protein;protein_id=YP_026285.1;transl_table=11	38.0	0.0	0.0	0.0	4.0	1.0	3.0	6.0	2.0	3.0	2.0	6.0	1.0	2.0	0.0	2.0	2.0	0.0	4.0	2.0	3.0	2.0	ytfI	YP_026285.1
sense	NC_000913.3	RefSeq	CDS	4438708	4439262	.	-	0	ID=cds4134;Parent=gene4307;Dbxref=ASAP:ABE-0013792,UniProtKB/Swiss-Prot:P39187,Genbank:NP_418637.1,EcoGene:EG12510,GeneID:948737;Name=NP_418637.1;gbkey=CDS;gene=ytfJ;product=putative transcriptional regulator;protein_id=NP_418637.1;transl_table=11	75.0	11.0	16.0	28.0	59.0	59.0	87.0	78.0	43.0	98.0	159.0	207.0	162.0	116.0	107.0	124.0	92.0	132.0	183.0	219.0	285.0	351.0	ytfJ	NP_418637.1
sense	NC_000913.3	RefSeq	CDS	4439587	4439793	.	+	0	ID=cds4135;Parent=gene4308;Dbxref=ASAP:ABE-0013797,UniProtKB/Swiss-Prot:P0ADE2,Genbank:NP_418638.2,EcoGene:EG12511,GeneID:948736;Name=NP_418638.2;gbkey=CDS;gene=ytfK;product=DUF1107 family protein;protein_id=NP_418638.2;transl_table=11	274.0	16.0	84.0	184.0	586.0	590.0	557.0	654.0	339.0	449.0	470.0	599.0	567.0	534.0	530.0	639.0	470.0	694.0	1167.0	1248.0	1521.0	1075.0	ytfK	NP_418638.2
sense	NC_000913.3	RefSeq	CDS	4439872	4441215	.	-	0	ID=cds4136;Parent=gene4309;Dbxref=ASAP:ABE-0013799,UniProtKB/Swiss-Prot:P0AE45,Genbank:NP_418639.1,EcoGene:EG12512,GeneID:948735;Name=NP_418639.1;Note=putative transport protein;gbkey=CDS;gene=ytfL;product=UPF0053 family inner membrane protein;protein_id=NP_418639.1;transl_table=11	88.0	0.0	26.0	26.0	38.0	24.0	25.0	55.0	16.0	42.0	43.0	40.0	26.0	19.0	21.0	14.0	16.0	36.0	60.0	70.0	76.0	81.0	ytfL	NP_418639.1
sense	NC_000913.3	RefSeq	CDS	4441538	4442176	.	-	0	ID=cds4137;Parent=gene4310;Dbxref=ASAP:ABE-0013804,UniProtKB/Swiss-Prot:P0A744,Genbank:NP_418640.1,EcoGene:EG11433,GeneID:948734;Name=NP_418640.1;Note=peptide methionine sulfoxide reductase;Ontology_term=GO:0006457;gbkey=CDS;gene=msrA;go_process=protein folding|0006457||;product=methionine sulfoxide reductase A;protein_id=NP_418640.1;transl_table=11	72.0	6.0	47.0	69.0	116.0	109.0	113.0	124.0	66.0	101.0	144.0	158.0	128.0	108.0	92.0	97.0	78.0	98.0	232.0	223.0	234.0	558.0	msrA	NP_418640.1
sense	NC_000913.3	RefSeq	CDS	4442382	4444115	.	+	0	ID=cds4138;Parent=gene4311;Dbxref=ASAP:ABE-0013809,UniProtKB/Swiss-Prot:P0ADE4,Genbank:NP_418641.1,EcoGene:EG12513,GeneID:948733;Name=NP_418641.1;Ontology_term=GO:0009274,GO:0009279;gbkey=CDS;gene=tamA;go_component=peptidoglycan-based cell wall|0009274||,cell outer membrane|0009279||;product=translocation and assembly module for autotransporter export%2C outer membrane subunit;protein_id=NP_418641.1;transl_table=11	116.0	21.0	56.0	79.0	110.0	130.0	114.0	149.0	82.0	151.0	191.0	239.0	223.0	145.0	126.0	166.0	132.0	216.0	382.0	392.0	436.0	291.0	tamA	NP_418641.1
sense	NC_000913.3	RefSeq	CDS	4444112	4447891	.	+	0	ID=cds4139;Parent=gene4312;Dbxref=ASAP:ABE-0013811,UniProtKB/Swiss-Prot:P39321,Genbank:NP_418642.1,EcoGene:EG12514,GeneID:948742;Name=NP_418642.1;gbkey=CDS;gene=tamB;product=translocation and assembly module for autotransporter export%2C inner membrane subunit;protein_id=NP_418642.1;transl_table=11	275.0	85.0	313.0	310.0	379.0	302.0	286.0	293.0	155.0	267.0	288.0	323.0	257.0	212.0	138.0	173.0	196.0	296.0	481.0	462.0	485.0	413.0	tamB	NP_418642.1
sense	NC_000913.3	RefSeq	CDS	4447894	4448235	.	+	0	ID=cds4140;Parent=gene4313;Dbxref=ASAP:ABE-0013814,UniProtKB/Swiss-Prot:P0AE48,Genbank:NP_418643.1,EcoGene:EG12516,GeneID:948741;Name=NP_418643.1;gbkey=CDS;gene=ytfP;product=GGCT-like protein;protein_id=NP_418643.1;transl_table=11	44.0	2.0	22.0	53.0	118.0	111.0	96.0	135.0	67.0	71.0	74.0	86.0	76.0	37.0	34.0	38.0	42.0	62.0	119.0	140.0	137.0	102.0	ytfP	NP_418643.1
sense	NC_000913.3	RefSeq	CDS	4448447	4448698	.	+	0	ID=cds4141;Parent=gene4314;Dbxref=ASAP:ABE-0013820,UniProtKB/Swiss-Prot:P08365,Genbank:NP_418645.2,EcoGene:EG11250,GeneID:948739;Name=NP_418645.2;Note=suppressor of inhibitory function of ChpB%2C PemI-like%2C autoregulated;gbkey=CDS;gene=chpS;product=antitoxin of the ChpBS toxin-antitoxin system;protein_id=NP_418645.2;transl_table=11	46.0	4.0	25.0	25.0	60.0	48.0	56.0	49.0	22.0	65.0	197.0	295.0	274.0	247.0	210.0	184.0	150.0	138.0	176.0	237.0	251.0	245.0	chpS	NP_418645.2
sense	NC_000913.3	RefSeq	CDS	4448692	4449042	.	+	0	ID=cds4142;Parent=gene4315;Dbxref=ASAP:ABE-0013822,UniProtKB/Swiss-Prot:P33647,Genbank:NP_418646.1,EcoGene:EG12096,GeneID:948747;Name=NP_418646.1;Note=probable growth inhibitor%2C PemK-like%2C autoregulated;gbkey=CDS;gene=chpB;product=toxin of the ChpB-ChpS toxin-antitoxin system;protein_id=NP_418646.1;transl_table=11	113.0	525.0	725.0	376.0	326.0	161.0	105.0	131.0	44.0	74.0	170.0	188.0	229.0	153.0	141.0	135.0	124.0	119.0	180.0	189.0	229.0	246.0	chpB	NP_418646.1
sense	NC_000913.3	RefSeq	CDS	4449122	4449652	.	-	0	ID=cds4143;Parent=gene4316;Dbxref=ASAP:ABE-0013824,UniProtKB/Swiss-Prot:P0A7A9,Genbank:NP_418647.1,EcoGene:EG10755,GeneID:948748;Name=NP_418647.1;Ontology_term=GO:0005737,GO:0006793;gbkey=CDS;gene=ppa;go_component=cytoplasm|0005737||;go_process=phosphorus metabolic process|0006793||;product=inorganic pyrophosphatase;protein_id=NP_418647.1;transl_table=11	255.0	54.0	234.0	236.0	366.0	304.0	270.0	327.0	132.0	216.0	258.0	333.0	303.0	292.0	282.0	358.0	340.0	586.0	1106.0	1212.0	1579.0	2574.0	ppa	NP_418647.1
sense	NC_000913.3	RefSeq	CDS	4449962	4450918	.	+	0	ID=cds4144;Parent=gene4317;Dbxref=ASAP:ABE-0013829,UniProtKB/Swiss-Prot:P39325,Genbank:NP_418648.1,EcoGene:EG12517,GeneID:948746;Name=NP_418648.1;Note=putative LACI-type transcriptional regulator;Ontology_term=GO:0042597;gbkey=CDS;gene=ytfQ;go_component=periplasmic space|0042597||;product=galactofuranose ABC transporter periplasmic binding protein;protein_id=NP_418648.1;transl_table=11	270.0	6.0	37.0	89.0	189.0	151.0	200.0	264.0	154.0	292.0	470.0	581.0	452.0	383.0	330.0	356.0	244.0	296.0	455.0	467.0	676.0	2468.0	ytfQ	NP_418648.1
sense	NC_000913.3	RefSeq	CDS	4451058	4452560	.	+	0	ID=cds4145;Parent=gene4318;Dbxref=ASAP:ABE-0174118,UniProtKB/Swiss-Prot:Q6BEX0,Genbank:YP_026286.1,EcoGene:EG12518,GeneID:2847725;Name=YP_026286.1;Note=putative sugar transport protein (ABC superfamily%2C atp_bind);Ontology_term=GO:0005737;gbkey=CDS;gene=ytfR;go_component=cytoplasm|0005737||;product=putative sugar ABC transporter ATPase;protein_id=YP_026286.1;transl_table=11	133.0	12.0	70.0	85.0	180.0	160.0	153.0	158.0	81.0	195.0	245.0	317.0	259.0	169.0	163.0	159.0	122.0	145.0	208.0	219.0	266.0	913.0	ytfR	YP_026286.1
sense	NC_000913.3	RefSeq	CDS	4452571	4453596	.	+	0	ID=cds4146;Parent=gene4319;Dbxref=ASAP:ABE-0013838,UniProtKB/Swiss-Prot:P39328,Genbank:NP_418651.3,EcoGene:EG12520,GeneID:948743;Name=NP_418651.3;Note=putative transport system permease protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=ytfT;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative sugar ABC transporter permease;protein_id=NP_418651.3;transl_table=11	85.0	7.0	45.0	56.0	91.0	74.0	80.0	77.0	38.0	92.0	105.0	155.0	127.0	104.0	81.0	66.0	56.0	65.0	122.0	123.0	146.0	187.0	ytfT	NP_418651.3
sense	NC_000913.3	RefSeq	CDS	4453583	4454578	.	+	0	ID=cds4147;Parent=gene4320;Dbxref=ASAP:ABE-0013840,UniProtKB/Swiss-Prot:P37772,Genbank:NP_418652.2,EcoGene:EG12439,GeneID:948754;Name=NP_418652.2;Note=putative transport system permease protein;Ontology_term=GO:0009274,GO:0019866;gbkey=CDS;gene=yjfF;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;product=putative sugar ABC transporter permease;protein_id=NP_418652.2;transl_table=11	98.0	11.0	51.0	67.0	94.0	93.0	93.0	100.0	54.0	107.0	128.0	175.0	120.0	80.0	62.0	48.0	45.0	69.0	106.0	115.0	135.0	251.0	yjfF	NP_418652.2
sense	NC_000913.3	RefSeq	CDS	4454611	4455609	.	-	0	ID=cds4148;Parent=gene4321;Dbxref=ASAP:ABE-0013842,UniProtKB/Swiss-Prot:P0A993,Genbank:NP_418653.1,EcoGene:EG10283,GeneID:948753;Name=NP_418653.1;Ontology_term=GO:0005737,GO:0006094;gbkey=CDS;gene=fbp;go_component=cytoplasm|0005737||;go_process=gluconeogenesis|0006094||;product=fructose-1%2C6-bisphosphatase I;protein_id=NP_418653.1;transl_table=11	227.0	61.0	227.0	256.0	460.0	441.0	426.0	495.0	260.0	485.0	583.0	720.0	591.0	392.0	318.0	336.0	314.0	391.0	647.0	761.0	907.0	1726.0	fbp	NP_418653.1
sense	NC_000913.3	RefSeq	CDS	4455785	4457158	.	+	0	ID=cds4149;Parent=gene4322;Dbxref=ASAP:ABE-0013847,UniProtKB/Swiss-Prot:P37773,Genbank:NP_418654.1,EcoGene:EG12440,GeneID:948752;Name=NP_418654.1;Ontology_term=GO:0009274,GO:0000270;gbkey=CDS;gene=mpl;go_component=peptidoglycan-based cell wall|0009274||;go_process=peptidoglycan metabolic process|0000270||;product=UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase;protein_id=NP_418654.1;transl_table=11	203.0	58.0	217.0	255.0	440.0	360.0	340.0	323.0	202.0	302.0	365.0	466.0	382.0	249.0	225.0	242.0	211.0	263.0	489.0	539.0	617.0	1363.0	mpl	NP_418654.1
sense	NC_000913.3	RefSeq	CDS	4457314	4457865	.	-	0	ID=cds4150;Parent=gene4323;Dbxref=ASAP:ABE-0013850,UniProtKB/Swiss-Prot:P0A8X0,Genbank:NP_418655.1,EcoGene:EG11410,GeneID:948751;Name=NP_418655.1;Note=putative alpha helix protein;Ontology_term=GO:0004009;gbkey=CDS;gene=yjgA;go_function=ATP-binding cassette (ABC) transporter activity|0004009||;product=ribosome-associated UPF0307 family protein;protein_id=NP_418655.1;transl_table=11	72.0	8.0	62.0	98.0	133.0	153.0	140.0	164.0	66.0	137.0	161.0	208.0	124.0	117.0	106.0	102.0	99.0	128.0	225.0	234.0	291.0	175.0	yjgA	NP_418655.1
